timestamp,IMU_B-ch1,IMU_B-ch2,IMU_B-ch3,IMU_B-ch4,IMU_B-ch5,IMU_B-ch6
47247,-2.650976563,-5.392871094,-7.797412109,0.670731707,0.640243902,-1.036585366
47248,-2.646191406,-5.483789063,-7.823730469,0.030487805,0.548780488,-1.432926829
47249,-2.768212891,-5.581884766,-7.809375,0.640243902,1.707317073,-1.585365854
47250,-2.658154297,-5.483789063,-7.792626953,1.493902439,0.457317073,-1.920731707
47251,-2.567236328,-5.476611328,-7.826123047,1.615853659,0.426829268,-1.463414634
47252,-2.703613281,-5.471826172,-7.720849609,1.524390244,1.37195122,-0.792682927
47253,-2.653369141,-5.47421875,-7.799804688,1.097560976,0.030487805,-0.884146342
47254,-2.665332031,-5.495751953,-7.816552734,0.914634146,0.548780488,-0.975609756
47255,-2.706005859,-5.431152344,-7.768701172,0.701219512,0.792682927,-1.463414634
47256,-2.622265625,-5.464648438,-7.785449219,0.213414634,0.365853659,-1.524390244
47257,-2.653369141,-5.483789063,-7.821337891,0,1.036585366,-1.646341463
47258,-2.710791016,-5.459863281,-7.821337891,0.365853659,1.493902439,-1.493902439
47259,-2.639013672,-5.47421875,-7.869189453,0.396341463,0.518292683,-1.493902439
47260,-2.64140625,-5.450292969,-7.823730469,0.792682927,0.884146342,-1.280487805
47261,-2.665332031,-5.455078125,-7.840478516,0.823170732,0.945121951,-1.31097561
47262,-2.667724609,-5.462255859,-7.826123047,0.884146342,0.670731707,-1.432926829
47263,-2.650976563,-5.479003906,-7.840478516,1.006097561,0.518292683,-1.432926829
47264,-2.670117188,-5.476611328,-7.823730469,1.219512195,0.426829268,-1.37195122
47265,-2.686865234,-5.483789063,-7.804589844,1.341463415,0.274390244,-1.18902439
47266,-2.662939453,-5.464648438,-7.795019531,1.31097561,0.274390244,-1.067073171
47267,-2.677294922,-5.467041016,-7.787841797,1.097560976,0.365853659,-1.158536585
47268,-2.689257813,-5.464648438,-7.785449219,0.731707317,0.518292683,-1.37195122
47269,-2.701220703,-5.486181641,-7.830908203,0.396341463,0.487804878,-1.524390244
47270,-2.650976563,-5.495751953,-7.835693359,0.518292683,0.518292683,-1.524390244
47271,-2.670117188,-5.464648438,-7.778271484,0.823170732,1.006097561,-1.493902439
47272,-2.703613281,-5.447900391,-7.773486328,0.762195122,1.158536585,-1.25
47273,-2.598339844,-5.433544922,-7.859619141,0.335365854,0.457317073,-1.18902439
47274,-2.684472656,-5.526855469,-7.869189453,0.030487805,1.219512195,-1.615853659
47275,-2.753857422,-5.493359375,-7.818945313,1.158536585,1.707317073,-1.737804878
47276,-2.569628906,-5.488574219,-7.852441406,1.402439024,-0.091463415,-1.951219512
47277,-2.650976563,-5.486181641,-7.773486328,1.768292683,1.128048781,-1.219512195
47278,-2.682080078,-5.457470703,-7.778271484,1.646341463,0.853658537,-0.762195122
47279,-2.658154297,-5.483789063,-7.809375,1.097560976,0.12195122,-0.914634146
47280,-2.703613281,-5.502929688,-7.768701172,0.823170732,0.579268293,-1.219512195
47281,-2.684472656,-5.440722656,-7.802197266,0.457317073,0.396341463,-1.768292683
47282,-2.619873047,-5.481396484,-7.854833984,-0.030487805,0.426829268,-1.890243902
47283,-2.682080078,-5.495751953,-7.828515625,0.304878049,1.128048781,-1.615853659
47284,-2.662939453,-5.464648438,-7.816552734,0.640243902,0.945121951,-1.341463415
47285,-2.658154297,-5.488574219,-7.840478516,0.762195122,0.640243902,-1.067073171
47286,-2.686865234,-5.443115234,-7.811767578,1.097560976,0.853658537,-1.067073171
47287,-2.684472656,-5.450292969,-7.792626953,0.853658537,0.670731707,-1.280487805
47288,-2.665332031,-5.481396484,-7.818945313,0.823170732,0.426829268,-1.463414634
47289,-2.658154297,-5.490966797,-7.816552734,0.975609756,0.365853659,-1.493902439
47290,-2.653369141,-5.481396484,-7.842871094,1.097560976,0.335365854,-1.280487805
47291,-2.674902344,-5.47421875,-7.790234375,1.158536585,0.304878049,-1.097560976
47292,-2.689257813,-5.493359375,-7.826123047,1.067073171,0.213414634,-1.158536585
47293,-2.682080078,-5.452685547,-7.783056641,0.914634146,0.426829268,-1.341463415
47294,-2.686865234,-5.467041016,-7.811767578,0.487804878,0.487804878,-1.676829268
47295,-2.686865234,-5.467041016,-7.811767578,0.487804878,0.487804878,-1.676829268
47296,-2.682080078,-5.5125,-7.804589844,0.274390244,0.548780488,-1.585365854
47297,-2.653369141,-5.462255859,-7.828515625,0.792682927,0.548780488,-1.524390244
47298,-2.686865234,-5.481396484,-7.804589844,1.006097561,0.884146342,-1.31097561
47299,-2.686865234,-5.390478516,-7.787841797,0.945121951,0.640243902,-0.945121951
47300,-2.634228516,-5.47421875,-7.840478516,0.213414634,0.152439024,-1.280487805
47301,-2.792138672,-5.567529297,-7.823730469,0.762195122,1.615853659,-1.554878049
47302,-2.703613281,-5.500537109,-7.795019531,1.493902439,0.182926829,-2.134146342
47303,-2.591162109,-5.486181641,-7.821337891,1.554878049,-0.274390244,-1.920731707
47304,-2.729931641,-5.452685547,-7.711279297,1.615853659,1.158536585,-1.097560976
47305,-2.689257813,-5.495751953,-7.795019531,1.158536585,0,-0.975609756
47306,-2.701220703,-5.488574219,-7.792626953,1.097560976,0.426829268,-1.158536585
47307,-2.727539063,-5.447900391,-7.77109375,0.762195122,0.670731707,-1.707317073
47308,-2.639013672,-5.462255859,-7.763916016,0.274390244,0.396341463,-1.859756098
47309,-2.653369141,-5.502929688,-7.830908203,0.030487805,1.006097561,-1.798780488
47310,-2.708398438,-5.47421875,-7.802197266,0.518292683,1.402439024,-1.37195122
47311,-2.655761719,-5.495751953,-7.828515625,0.609756098,0.670731707,-1.280487805
47312,-2.691650391,-5.479003906,-7.806982422,0.914634146,0.884146342,-1.31097561
47313,-2.667724609,-5.479003906,-7.826123047,0.914634146,0.609756098,-1.554878049
47314,-2.6796875,-5.479003906,-7.823730469,0.884146342,0.396341463,-1.737804878
47315,-2.672509766,-5.500537109,-7.84765625,1.006097561,0.304878049,-1.676829268
47316,-2.658154297,-5.502929688,-7.795019531,1.219512195,0.182926829,-1.524390244
47317,-2.694042969,-5.522070313,-7.795019531,1.402439024,0.243902439,-1.219512195
47318,-2.6796875,-5.507714844,-7.799804688,1.493902439,0.091463415,-1.18902439
47319,-2.682080078,-5.464648438,-7.775878906,1.25,0.12195122,-1.341463415
47320,-2.715576172,-5.47421875,-7.766308594,0.792682927,0.304878049,-1.585365854
47321,-2.713183594,-5.531640625,-7.821337891,0.396341463,0.182926829,-1.524390244
47322,-2.682080078,-5.502929688,-7.792626953,0.823170732,0.243902439,-1.646341463
47323,-2.684472656,-5.486181641,-7.754345703,0.762195122,0.762195122,-1.341463415
47324,-2.703613281,-5.426367188,-7.756738281,0.365853659,0.853658537,-1.158536585
47325,-2.662939453,-5.493359375,-7.845263672,-0.182926829,0.609756098,-1.432926829
47326,-2.784960938,-5.612988281,-7.862011719,0.487804878,1.615853659,-1.737804878
47327,-2.715576172,-5.519677734,-7.792626953,1.646341463,0.518292683,-1.920731707
47328,-2.615087891,-5.467041016,-7.759130859,1.859756098,-0.12195122,-1.676829268
47329,-2.720361328,-5.476611328,-7.704101563,1.676829268,1.128048781,-0.914634146
47330,-2.691650391,-5.483789063,-7.751953125,1.006097561,0.213414634,-1.006097561
47331,-2.694042969,-5.498144531,-7.787841797,0.457317073,0.579268293,-1.37195122
47332,-2.749072266,-5.452685547,-7.749560547,0.243902439,0.945121951,-1.859756098
47333,-2.619873047,-5.486181641,-7.792626953,-0.274390244,0.213414634,-2.164634146
47334,-2.670117188,-5.471826172,-7.842871094,-0.243902439,1.280487805,-1.890243902
47335,-2.706005859,-5.490966797,-7.811767578,0.152439024,1.31097561,-1.402439024
47336,-2.624658203,-5.498144531,-7.830908203,0.426829268,0.426829268,-1.18902439
47337,-2.713183594,-5.467041016,-7.804589844,1.097560976,1.25,-0.884146342
47338,-2.710791016,-5.476611328,-7.806982422,1.158536585,0.823170732,-1.18902439
47339,-2.674902344,-5.47421875,-7.818945313,1.280487805,0.518292683,-1.554878049
47340,-2.689257813,-5.500537109,-7.806982422,1.432926829,0.518292683,-1.615853659
47341,-2.658154297,-5.514892578,-7.797412109,1.554878049,0.365853659,-1.402439024
47342,-2.691650391,-5.505322266,-7.797412109,1.676829268,0.548780488,-1.067073171
47343,-2.691650391,-5.490966797,-7.797412109,1.524390244,0.579268293,-0.975609756
47344,-2.720361328,-5.500537109,-7.759130859,1.280487805,0.487804878,-1.128048781
47345,-2.701220703,-5.548388672,-7.763916016,1.128048781,0.274390244,-1.219512195
47346,-2.655761719,-5.500537109,-7.780664063,1.585365854,0.213414634,-1.402439024
47347,-2.684472656,-5.500537109,-7.747167969,1.554878049,0.640243902,-1.067073171
47348,-2.691650391,-5.431152344,-7.761523438,1.158536585,0.640243902,-0.701219512
47349,-2.660546875,-5.47421875,-7.814160156,0.487804878,0.426829268,-0.823170732
47350,-2.796923828,-5.615380859,-7.814160156,0.731707317,1.402439024,-1.219512195
47351,-2.744287109,-5.514892578,-7.711279297,1.585365854,0.670731707,-1.646341463
47352,-2.617480469,-5.505322266,-7.773486328,1.402439024,-0.152439024,-1.676829268
47353,-2.725146484,-5.510107422,-7.725634766,1.280487805,1.006097561,-1.18902439
47354,-2.691650391,-5.495751953,-7.761523438,0.853658537,0.335365854,-1.18902439
47355,-2.689257813,-5.5125,-7.778271484,0.548780488,0.487804878,-1.219512195
47356,-2.739501953,-5.479003906,-7.744775391,0.365853659,0.884146342,-1.493902439
47357,-2.674902344,-5.493359375,-7.792626953,0.030487805,0.487804878,-1.524390244
47358,-2.674902344,-5.519677734,-7.850048828,0.030487805,0.701219512,-1.798780488
47359,-2.720361328,-5.500537109,-7.77109375,0.457317073,1.219512195,-1.585365854
47360,-2.665332031,-5.524462891,-7.814160156,0.518292683,0.304878049,-1.37195122
47361,-2.684472656,-5.464648438,-7.835693359,1.036585366,0.731707317,-0.945121951
47362,-2.732324219,-5.479003906,-7.759130859,0.914634146,0.945121951,-0.975609756
47363,-2.720361328,-5.500537109,-7.783056641,0.762195122,0.518292683,-1.31097561
47364,-2.703613281,-5.524462891,-7.816552734,0.884146342,0.518292683,-1.585365854
47365,-2.703613281,-5.524462891,-7.816552734,0.884146342,0.518292683,-1.585365854
47366,-2.691650391,-5.5125,-7.790234375,1.128048781,0.426829268,-1.615853659
47367,-2.715576172,-5.5125,-7.780664063,1.280487805,0.518292683,-1.25
47368,-2.720361328,-5.498144531,-7.751953125,1.18902439,0.518292683,-1.067073171
47369,-2.727539063,-5.481396484,-7.787841797,1.036585366,0.518292683,-1.25
47370,-2.720361328,-5.531640625,-7.785449219,0.823170732,0.274390244,-1.432926829
47371,-2.701220703,-5.522070313,-7.802197266,1.006097561,0.243902439,-1.615853659
47372,-2.710791016,-5.522070313,-7.778271484,1.31097561,0.487804878,-1.524390244
47373,-2.701220703,-5.433544922,-7.720849609,1.036585366,0.518292683,-1.006097561
47374,-2.660546875,-5.495751953,-7.799804688,0.304878049,0.304878049,-1.067073171
47375,-2.806494141,-5.5890625,-7.811767578,0.792682927,1.707317073,-1.341463415
47376,-2.744287109,-5.510107422,-7.739990234,1.554878049,0.884146342,-1.829268293
47377,-2.629443359,-5.536425781,-7.766308594,1.493902439,0.213414634,-1.737804878
47378,-2.732324219,-5.5125,-7.735205078,1.707317073,1.280487805,-1.18902439
47379,-2.708398438,-5.505322266,-7.749560547,1.219512195,0.182926829,-1.067073171
47380,-2.708398438,-5.538818359,-7.735205078,0.792682927,0.396341463,-1.097560976
47381,-2.729931641,-5.498144531,-7.751953125,0.609756098,0.792682927,-1.463414634
47382,-2.6796875,-5.486181641,-7.742382813,0.12195122,0.518292683,-1.798780488
47383,-2.674902344,-5.531640625,-7.802197266,-0.182926829,0.731707317,-1.829268293
47384,-2.710791016,-5.5125,-7.790234375,0.274390244,1.25,-1.646341463
47385,-2.701220703,-5.522070313,-7.795019531,0.548780488,0.762195122,-1.341463415
47386,-2.6796875,-5.471826172,-7.792626953,1.036585366,0.670731707,-1.128048781
47387,-2.706005859,-5.483789063,-7.792626953,0.975609756,0.914634146,-1.036585366
47388,-2.703613281,-5.498144531,-7.792626953,0.884146342,0.731707317,-1.25
47389,-2.722753906,-5.514892578,-7.795019531,0.945121951,0.487804878,-1.463414634
47390,-2.703613281,-5.507714844,-7.773486328,1.067073171,0.213414634,-1.524390244
47391,-2.713183594,-5.524462891,-7.778271484,1.25,0.182926829,-1.432926829
47392,-2.722753906,-5.514892578,-7.723242188,1.219512195,0.304878049,-1.31097561
47393,-2.741894531,-5.479003906,-7.735205078,1.097560976,0.274390244,-1.341463415
47394,-2.734716797,-5.538818359,-7.766308594,0.762195122,0.243902439,-1.402439024
47395,-2.708398438,-5.529248047,-7.778271484,0.823170732,0.457317073,-1.493902439
47396,-2.713183594,-5.534033203,-7.725634766,0.884146342,0.731707317,-1.524390244
47397,-2.737109375,-5.431152344,-7.696923828,0.762195122,0.762195122,-1.067073171
47398,-2.646191406,-5.505322266,-7.806982422,0.091463415,0.274390244,-1.18902439
47399,-2.835205078,-5.586669922,-7.785449219,0.670731707,1.890243902,-1.463414634
47400,-2.753857422,-5.519677734,-7.763916016,1.402439024,0.823170732,-1.890243902
47401,-2.600732422,-5.519677734,-7.785449219,1.37195122,-0.06097561,-1.890243902
47402,-2.758642578,-5.5125,-7.680175781,1.646341463,1.646341463,-1.097560976
47403,-2.706005859,-5.505322266,-7.713671875,1.067073171,0.274390244,-1.036585366
47404,-2.713183594,-5.510107422,-7.768701172,0.640243902,0.396341463,-1.158536585
47405,-2.749072266,-5.500537109,-7.756738281,0.518292683,0.792682927,-1.646341463
47406,-2.667724609,-5.495751953,-7.780664063,0.274390244,0.426829268,-1.951219512
47407,-2.672509766,-5.536425781,-7.799804688,0.274390244,0.792682927,-1.920731707
47408,-2.727539063,-5.517285156,-7.795019531,0.945121951,1.219512195,-1.585365854
47409,-2.691650391,-5.541210938,-7.790234375,1.18902439,0.518292683,-1.25
47410,-2.696435547,-5.502929688,-7.785449219,1.615853659,0.640243902,-1.036585366
47411,-2.725146484,-5.500537109,-7.735205078,1.463414634,0.792682927,-1.18902439
47412,-2.703613281,-5.507714844,-7.735205078,1.25,0.548780488,-1.432926829
47413,-2.732324219,-5.555566406,-7.768701172,1.219512195,0.579268293,-1.554878049
47414,-2.71796875,-5.531640625,-7.773486328,1.37195122,0.335365854,-1.676829268
47415,-2.729931641,-5.524462891,-7.735205078,1.493902439,0.243902439,-1.463414634
47416,-2.706005859,-5.557958984,-7.756738281,1.493902439,0.12195122,-1.463414634
47417,-2.720361328,-5.517285156,-7.728027344,1.463414634,0.274390244,-1.432926829
47418,-2.753857422,-5.543603516,-7.749560547,1.219512195,0.182926829,-1.402439024
47419,-2.701220703,-5.5890625,-7.728027344,1.067073171,0,-1.554878049
47420,-2.725146484,-5.543603516,-7.720849609,1.280487805,0.548780488,-1.615853659
47421,-2.746679688,-5.464648438,-7.708886719,0.884146342,0.609756098,-1.554878049
47422,-2.650976563,-5.534033203,-7.790234375,0.152439024,0.152439024,-1.341463415
47423,-2.777783203,-5.646484375,-7.811767578,0.06097561,0.975609756,-1.829268293
47424,-2.813671875,-5.584277344,-7.718457031,1.25,1.280487805,-1.890243902
47425,-2.617480469,-5.562744141,-7.778271484,1.493902439,-0.579268293,-2.012195122
47426,-2.713183594,-5.524462891,-7.701708984,1.707317073,0.701219512,-1.341463415
47427,-2.746679688,-5.553173828,-7.682568359,1.158536585,0.487804878,-1.067073171
47428,-2.713183594,-5.545996094,-7.725634766,0.762195122,-0.091463415,-1.31097561
47429,-2.761035156,-5.529248047,-7.716064453,0.487804878,0.670731707,-1.676829268
47430,-2.686865234,-5.531640625,-7.730419922,-0.091463415,0.518292683,-1.951219512
47431,-2.677294922,-5.531640625,-7.778271484,-0.457317073,0.945121951,-2.103658537
47432,-2.739501953,-5.557958984,-7.728027344,-0.091463415,1.707317073,-1.676829268
47433,-2.686865234,-5.548388672,-7.792626953,0.12195122,0.792682927,-1.646341463
47434,-2.710791016,-5.534033203,-7.792626953,0.701219512,1.006097561,-1.341463415
47435,-2.71796875,-5.531640625,-7.778271484,0.945121951,1.006097561,-1.402439024
47436,-2.71796875,-5.531640625,-7.778271484,0.945121951,1.006097561,-1.402439024
47437,-2.703613281,-5.514892578,-7.763916016,1.006097561,0.701219512,-1.676829268
47438,-2.691650391,-5.543603516,-7.766308594,1.036585366,0.609756098,-1.646341463
47439,-2.703613281,-5.541210938,-7.739990234,1.006097561,0.396341463,-1.615853659
47440,-2.703613281,-5.560351563,-7.742382813,1.097560976,0.548780488,-1.341463415
47441,-2.708398438,-5.536425781,-7.739990234,1.036585366,0.457317073,-1.18902439
47442,-2.746679688,-5.534033203,-7.735205078,0.731707317,0.487804878,-1.31097561
47443,-2.753857422,-5.584277344,-7.735205078,0.487804878,0.152439024,-1.25
47444,-2.713183594,-5.505322266,-7.716064453,0.823170732,-0.030487805,-1.524390244
47445,-2.708398438,-5.538818359,-7.725634766,0.823170732,0.518292683,-1.18902439
47446,-2.706005859,-5.481396484,-7.747167969,0.792682927,0.609756098,-0.945121951
47447,-2.682080078,-5.557958984,-7.802197266,0.670731707,0.914634146,-0.914634146
47448,-2.818457031,-5.615380859,-7.761523438,1.37195122,1.951219512,-0.945121951
47449,-2.758642578,-5.536425781,-7.720849609,2.164634146,0.884146342,-1.18902439
47450,-2.655761719,-5.514892578,-7.754345703,1.951219512,0.335365854,-1.341463415
47451,-2.732324219,-5.524462891,-7.716064453,1.615853659,1.128048781,-1.006097561
47452,-2.715576172,-5.579492188,-7.747167969,1.18902439,0.640243902,-1.128048781
47453,-2.720361328,-5.562744141,-7.7328125,1.006097561,1.128048781,-1.25
47454,-2.765820313,-5.514892578,-7.713671875,0.609756098,1.158536585,-1.524390244
47455,-2.667724609,-5.579492188,-7.737597656,0.091463415,0.426829268,-1.585365854
47456,-2.708398438,-5.536425781,-7.751953125,0.274390244,1.097560976,-1.737804878
47457,-2.729931641,-5.545996094,-7.735205078,0.091463415,0.975609756,-1.646341463
47458,-2.648583984,-5.562744141,-7.790234375,0.12195122,0.213414634,-1.524390244
47459,-2.715576172,-5.5125,-7.735205078,0.548780488,1.067073171,-1.158536585
47460,-2.729931641,-5.538818359,-7.739990234,0.396341463,0.945121951,-1.219512195
47461,-2.706005859,-5.555566406,-7.768701172,0.457317073,0.548780488,-1.37195122
47462,-2.682080078,-5.541210938,-7.768701172,0.670731707,0.365853659,-1.585365854
47463,-2.708398438,-5.531640625,-7.773486328,0.731707317,0.396341463,-1.524390244
47464,-2.694042969,-5.531640625,-7.749560547,0.792682927,0.335365854,-1.341463415
47465,-2.727539063,-5.529248047,-7.737597656,0.731707317,0.365853659,-1.25
47466,-2.737109375,-5.565136719,-7.761523438,0.701219512,0.365853659,-1.158536585
47467,-2.710791016,-5.510107422,-7.730419922,1.097560976,0.365853659,-1.432926829
47468,-2.729931641,-5.543603516,-7.718457031,0.792682927,0.487804878,-1.31097561
47469,-2.708398438,-5.457470703,-7.718457031,0.213414634,0.274390244,-0.975609756
47470,-2.689257813,-5.510107422,-7.809375,-0.701219512,-0.030487805,-1.37195122
47471,-2.851953125,-5.598632813,-7.739990234,0.030487805,1.615853659,-1.432926829
47472,-2.753857422,-5.538818359,-7.744775391,0.762195122,0.06097561,-1.981707317
47473,-2.648583984,-5.545996094,-7.790234375,0.914634146,-0.274390244,-1.829268293
47474,-2.768212891,-5.534033203,-7.675390625,1.128048781,0.945121951,-1.097560976
47475,-2.732324219,-5.505322266,-7.730419922,0.853658537,0,-0.975609756
47476,-2.744287109,-5.526855469,-7.756738281,0.518292683,0.365853659,-1.036585366
47477,-2.784960938,-5.47421875,-7.737597656,0.243902439,0.701219512,-1.585365854
47478,-2.698828125,-5.498144531,-7.773486328,-0.487804878,0.396341463,-1.890243902
47479,-2.71796875,-5.545996094,-7.77109375,-0.609756098,0.975609756,-1.951219512
47480,-2.753857422,-5.486181641,-7.766308594,-0.12195122,1.37195122,-1.615853659
47481,-2.696435547,-5.507714844,-7.799804688,-0.12195122,0.670731707,-1.37195122
47482,-2.725146484,-5.488574219,-7.790234375,0.396341463,1.18902439,-1.006097561
47483,-2.734716797,-5.457470703,-7.785449219,0.426829268,1.158536585,-1.31097561
47484,-2.737109375,-5.519677734,-7.806982422,0.243902439,0.945121951,-1.463414634
47485,-2.722753906,-5.500537109,-7.797412109,0.701219512,0.670731707,-1.646341463
47486,-2.715576172,-5.498144531,-7.799804688,1.128048781,0.518292683,-1.646341463
47487,-2.701220703,-5.488574219,-7.783056641,1.402439024,0.548780488,-1.432926829
47488,-2.729931641,-5.500537109,-7.754345703,1.402439024,0.487804878,-1.37195122
47489,-2.739501953,-5.507714844,-7.77109375,1.341463415,0.640243902,-1.25
47490,-2.710791016,-5.505322266,-7.785449219,1.280487805,0.609756098,-1.432926829
47491,-2.732324219,-5.529248047,-7.735205078,1.18902439,0.914634146,-1.493902439
47492,-2.758642578,-5.416796875,-7.704101563,0.945121951,1.036585366,-1.280487805
47493,-2.64140625,-5.488574219,-7.802197266,0.06097561,0.335365854,-1.402439024
47494,-2.813671875,-5.596240234,-7.835693359,0.426829268,1.859756098,-1.615853659
47495,-2.782568359,-5.534033203,-7.742382813,1.524390244,1.18902439,-1.768292683
47496,-2.600732422,-5.545996094,-7.823730469,1.707317073,-0.304878049,-1.829268293
47497,-2.753857422,-5.5125,-7.737597656,2.012195122,1.341463415,-0.975609756
47498,-2.708398438,-5.529248047,-7.756738281,1.554878049,0.304878049,-0.853658537
47499,-2.71796875,-5.529248047,-7.737597656,1.158536585,0.304878049,-1.067073171
47500,-2.75625,-5.490966797,-7.706494141,0.762195122,0.975609756,-1.432926829
47501,-2.6796875,-5.505322266,-7.766308594,0.152439024,0.609756098,-1.859756098
47502,-2.684472656,-5.545996094,-7.795019531,-0.12195122,0.975609756,-1.859756098
47503,-2.720361328,-5.505322266,-7.778271484,0.396341463,1.280487805,-1.676829268
47504,-2.698828125,-5.526855469,-7.785449219,0.609756098,0.731707317,-1.463414634
47505,-2.698828125,-5.526855469,-7.785449219,0.609756098,0.731707317,-1.463414634
47506,-2.701220703,-5.500537109,-7.783056641,1.036585366,0.762195122,-1.219512195
47507,-2.722753906,-5.47421875,-7.804589844,1.128048781,0.792682927,-1.219512195
47508,-2.715576172,-5.502929688,-7.778271484,0.884146342,0.670731707,-1.463414634
47509,-2.720361328,-5.510107422,-7.77109375,1.036585366,0.701219512,-1.554878049
47510,-2.708398438,-5.517285156,-7.766308594,1.18902439,0.426829268,-1.585365854
47511,-2.703613281,-5.5125,-7.756738281,1.280487805,0.365853659,-1.432926829
47512,-2.720361328,-5.5125,-7.756738281,1.31097561,0.396341463,-1.37195122
47513,-2.734716797,-5.495751953,-7.742382813,1.128048781,0.365853659,-1.432926829
47514,-2.741894531,-5.562744141,-7.773486328,0.762195122,0.396341463,-1.402439024
47515,-2.71796875,-5.526855469,-7.742382813,0.975609756,0.396341463,-1.707317073
47516,-2.744287109,-5.536425781,-7.730419922,1.067073171,0.792682927,-1.737804878
47517,-2.725146484,-5.4359375,-7.718457031,0.792682927,0.853658537,-1.524390244
47518,-2.64140625,-5.553173828,-7.830908203,0.152439024,0.640243902,-1.676829268
47519,-2.816064453,-5.636914063,-7.768701172,1.128048781,2.286585366,-1.768292683
47520,-2.710791016,-5.538818359,-7.720849609,1.951219512,0.945121951,-2.012195122
47521,-2.579199219,-5.526855469,-7.744775391,1.798780488,0.365853659,-1.798780488
47522,-2.761035156,-5.536425781,-7.675390625,1.615853659,1.951219512,-1.067073171
47523,-2.674902344,-5.529248047,-7.723242188,0.975609756,0.457317073,-1.25
47524,-2.706005859,-5.557958984,-7.773486328,0.914634146,0.945121951,-1.463414634
47525,-2.727539063,-5.462255859,-7.728027344,0.914634146,1.18902439,-2.012195122
47526,-2.631835938,-5.538818359,-7.783056641,0.274390244,0.701219512,-2.073170732
47527,-2.655761719,-5.555566406,-7.77109375,0.548780488,1.554878049,-1.859756098
47528,-2.706005859,-5.519677734,-7.756738281,1.128048781,1.615853659,-1.432926829
47529,-2.658154297,-5.548388672,-7.799804688,1.219512195,0.792682927,-1.158536585
47530,-2.689257813,-5.534033203,-7.785449219,1.463414634,0.975609756,-1.097560976
47531,-2.689257813,-5.538818359,-7.759130859,1.432926829,0.853658537,-1.37195122
47532,-2.682080078,-5.536425781,-7.742382813,1.280487805,0.670731707,-1.554878049
47533,-2.677294922,-5.55078125,-7.756738281,1.128048781,0.487804878,-1.615853659
47534,-2.684472656,-5.569921875,-7.756738281,1.158536585,0.365853659,-1.463414634
47535,-2.696435547,-5.560351563,-7.720849609,1.128048781,0.213414634,-1.37195122
47536,-2.670117188,-5.548388672,-7.69453125,0.945121951,0.12195122,-1.493902439
47537,-2.732324219,-5.560351563,-7.739990234,0.640243902,0.335365854,-1.463414634
47538,-2.698828125,-5.603417969,-7.77109375,0.579268293,0.091463415,-1.585365854
47539,-2.694042969,-5.519677734,-7.728027344,0.701219512,0.487804878,-1.707317073
47540,-2.729931641,-5.502929688,-7.7328125,0.335365854,0.853658537,-1.585365854
47541,-2.634228516,-5.517285156,-7.749560547,-0.243902439,0.518292683,-1.402439024
47542,-2.689257813,-5.636914063,-7.821337891,-0.426829268,1.219512195,-1.676829268
47543,-2.789746094,-5.608203125,-7.742382813,0.853658537,1.829268293,-1.585365854
47544,-2.639013672,-5.534033203,-7.766308594,1.524390244,0.152439024,-1.646341463
47545,-2.667724609,-5.502929688,-7.744775391,1.585365854,0.945121951,-1.18902439
47546,-2.744287109,-5.557958984,-7.696923828,1.036585366,1.036585366,-0.945121951
47547,-2.653369141,-5.55078125,-7.759130859,0.701219512,0.182926829,-1.432926829
47548,-2.698828125,-5.555566406,-7.761523438,0.609756098,0.975609756,-1.646341463
47549,-2.648583984,-5.507714844,-7.775878906,0.12195122,0.762195122,-1.737804878
47550,-2.600732422,-5.555566406,-7.811767578,-0.182926829,0.853658537,-1.676829268
47551,-2.710791016,-5.55078125,-7.749560547,0.365853659,1.859756098,-1.37195122
47552,-2.655761719,-5.555566406,-7.797412109,0.426829268,0.762195122,-1.341463415
47553,-2.639013672,-5.526855469,-7.811767578,0.853658537,0.762195122,-1.067073171
47554,-2.674902344,-5.538818359,-7.756738281,0.945121951,1.219512195,-0.975609756
47555,-2.665332031,-5.522070313,-7.775878906,0.884146342,0.884146342,-1.25
47556,-2.670117188,-5.522070313,-7.763916016,0.792682927,0.823170732,-1.432926829
47557,-2.653369141,-5.529248047,-7.759130859,0.731707317,0.670731707,-1.554878049
47558,-2.667724609,-5.534033203,-7.778271484,0.731707317,0.579268293,-1.37195122
47559,-2.660546875,-5.519677734,-7.754345703,0.609756098,0.518292683,-1.341463415
47560,-2.698828125,-5.545996094,-7.775878906,0.396341463,0.548780488,-1.25
47561,-2.667724609,-5.584277344,-7.756738281,0.548780488,0.396341463,-1.25
47562,-2.670117188,-5.5125,-7.763916016,0.914634146,0.579268293,-1.341463415
47563,-2.689257813,-5.459863281,-7.783056641,0.579268293,0.701219512,-1.128048781
47564,-2.622265625,-5.493359375,-7.77109375,0.030487805,0.579268293,-0.792682927
47565,-2.715576172,-5.5890625,-7.84765625,-0.152439024,1.280487805,-1.25
47566,-2.789746094,-5.581884766,-7.787841797,1.006097561,1.493902439,-1.524390244
47567,-2.619873047,-5.536425781,-7.751953125,1.432926829,-0.274390244,-1.859756098
47568,-2.653369141,-5.524462891,-7.792626953,1.707317073,0.670731707,-1.341463415
47569,-2.725146484,-5.522070313,-7.749560547,1.402439024,0.823170732,-0.945121951
47570,-2.636621094,-5.493359375,-7.763916016,0.945121951,0.06097561,-1.097560976
47571,-2.684472656,-5.553173828,-7.780664063,0.426829268,0.945121951,-1.280487805
